business_id,date,description,code
FA0003485,20160111,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003486,20160111,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003488,20160111,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003492,20160111,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003498,20160212,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003505,20160118,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003507,20160302,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003508,20160302,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003514,20160224,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003528,20151117,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003531,20160208,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003539,20151228,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003539,20151228,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003558,20151223,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003573,20160219,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003574,20160204,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003584,20160224,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003586,20160225,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003591,20160215,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003594,20160113,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003595,20160129,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003600,20160218,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003609,20151214,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003618,20151214,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003620,20160129,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003655,20151218,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003655,20151218,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003656,20151026,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003667,20160127,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003671,20151023,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003680,20160127,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003680,20160127,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003686,20160204,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003698,20160202,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003711,20151201,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003716,20151203,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003718,20140822,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003720,20160218,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003721,20151030,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003729,20160216,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003785,20160128,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003792,20151215,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003793,20160122,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003801,20151230,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003827,20160224,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003827,20160224,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003834,20160106,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003848,20160115,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003848,20160115,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003857,20160112,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003861,20160126,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003879,20151120,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003880,20160208,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003882,20160115,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003899,20160128,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003901,20160201,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003904,20151026,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003908,20151223,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003917,20160204,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003932,20160122,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003934,20160222,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003937,20151124,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003943,20160209,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003945,20151113,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003960,20151223,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003962,20160302,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003973,20151202,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003976,20151202,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003977,20160119,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0003994,20150922,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004006,20160129,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004012,20160204,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004017,20160217,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004022,20160119,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004026,20160113,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004034,20160218,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004038,20151015,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004039,20151208,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004065,20160128,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004104,20160105,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004107,20160202,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004115,20160126,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004142,20151106,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004164,20151210,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004166,20151123,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004185,20160217,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004193,20160222,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004198,20160119,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004198,20160119,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004199,20151124,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004219,20151214,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004220,20160211,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004231,20151223,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004232,20160219,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004269,20160120,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004288,20160209,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004297,20160212,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004300,20160127,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004313,20160301,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004317,20151222,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004320,20160216,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004324,20160301,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004332,20151215,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004338,20160115,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004345,20160202,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004348,20160210,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004353,20151120,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004356,20160229,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004370,20160114,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004376,20151007,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004388,20151120,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004390,20160302,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004396,20150814,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004399,20160105,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004400,20160105,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004407,20151105,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004421,20160209,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004429,20151112,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004479,20160203,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004480,20150915,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004481,20160129,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004486,20160209,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004487,20151208,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004492,20160211,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004495,20160302,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004495,20160302,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004496,20150910,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004511,20151116,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004530,20151105,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004536,20160114,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004539,20151215,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004545,20160114,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004563,20151230,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004567,20160107,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004585,20160120,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004594,20160202,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004619,20160113,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004624,20160106,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004625,20160204,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004639,20151102,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004647,20151230,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004654,20160211,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004689,20150916,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004727,20160217,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004730,20160107,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004742,20160104,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004744,20151112,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004750,20151229,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004753,20151116,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004765,20160107,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004798,20160204,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004802,20150922,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004806,20150817,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004808,20151214,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004828,20160219,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004857,20160219,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004858,20160201,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004859,20160120,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004866,20151113,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004868,20151109,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004870,20151221,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004871,20160216,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004877,20150922,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004881,20151224,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004889,20151207,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004891,20160105,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004893,20151202,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004895,20151027,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004897,20151015,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004898,20160121,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004899,20160126,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004903,20151104,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004908,20160211,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004910,20160208,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004912,20151124,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004913,20151110,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004914,20151119,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004920,20160104,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004922,20160108,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004927,20151028,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004928,20160113,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004935,20160222,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004941,20160112,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004942,20160224,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004944,20160113,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004944,20160113,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004956,20151105,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004961,20160127,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004974,20151104,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004986,20151106,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0004993,20160216,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005000,20160108,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005002,20151222,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005004,20160107,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005007,20151201,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005008,20151112,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005021,20160208,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005025,20160127,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005027,20160211,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005060,20151020,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005122,20151211,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005129,20151124,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005138,20151021,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005143,20150924,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005145,20160223,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005147,20151105,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005159,20160225,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005177,20160202,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005178,20160104,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005211,20151019,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005212,20160120,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005221,20160205,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005221,20160205,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005235,20151009,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005235,20150505,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005240,20160107,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005291,20160120,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005306,20160128,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005308,20160202,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005320,20151202,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005329,20150929,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005333,20151204,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005341,20160211,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005370,20151112,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005387,20160125,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005400,20151027,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005448,20151203,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005467,20151202,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005469,20151202,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005503,20151230,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005539,20160129,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005575,20151223,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005596,20160217,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005610,20151211,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005624,20160229,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005639,20160125,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005640,20160120,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005640,20160120,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005669,20160223,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005671,20160129,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005672,20151222,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005706,20151113,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005723,20160125,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005731,20151119,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005779,20160122,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005781,20160201,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005811,20160210,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005816,20151207,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005826,20151221,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005864,20160220,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005873,20150908,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005874,20160119,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005878,20151209,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005893,20160121,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005894,20151118,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005903,20160210,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005906,20151118,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005914,20160121,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005920,20150807,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005932,20160218,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005940,20151229,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005991,20160211,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005996,20150922,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0005997,20160119,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006025,20160106,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006030,20151208,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006036,20151120,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006047,20160128,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006051,20160217,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006057,20151202,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006069,20151204,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006071,20151209,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006076,20160223,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006081,20160301,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006100,20160107,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006108,20160119,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006117,20160225,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006121,20160229,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006129,20160111,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006129,20160111,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006168,20160301,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006169,20160302,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006172,20160302,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006174,20151208,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006178,20160301,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006244,20160127,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006252,20151216,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006268,20160223,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006273,20160216,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006298,20160218,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006301,20160229,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006311,20160203,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006319,20160127,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006321,20151216,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006322,20160130,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006343,20160211,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006350,20160128,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006376,20151203,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006385,20151118,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006407,20151028,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006409,20151229,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006436,20160204,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006457,20160106,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006487,20160105,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006504,20151113,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006513,20160104,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006536,20151202,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006552,20151202,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006573,20160126,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006585,20151222,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006619,20151103,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006631,20160126,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006645,20160203,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006646,20160119,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006646,20160119,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006668,20160229,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006675,20160301,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006677,20160225,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006679,20160210,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006694,20160210,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006698,20160107,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006701,20160218,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006702,20160208,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006720,20160222,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006723,20151112,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006724,20160104,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006731,20151118,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006743,20160224,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006743,20151105,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006748,20160104,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006753,20151030,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006760,20160202,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006761,20151123,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006764,20160209,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006791,20151216,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006792,20151228,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006798,20151207,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006818,20151005,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006831,20151215,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006873,20151118,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006874,20151026,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006884,20160108,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006884,20160108,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006886,20151223,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006891,20151204,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006901,20151020,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006910,20151210,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006916,20160210,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006929,20160122,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006933,20151228,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006935,20160219,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006938,20150908,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0006969,20160211,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0007043,20151210,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0007046,20160107,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0007064,20151113,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0007067,20160202,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0007094,20160111,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0007095,20160107,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0007097,20160202,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0007304,20160216,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0007408,20160204,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0007702,20151016,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0007719,20160225,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0007744,20160203,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0007760,20151023,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0007763,20151030,Standard not met: Food contact surfaces: clean and sanitized as required,14a
FA0007770,20160115,Standard not met: Food contact surfaces: clean and sanitized as required,14a
